county,office,district,party,candidate,votes,election_day,mail,provisional
Snyder,Registered Voters,,,,23829,,,
Snyder,Ballots Cast,,,,10012,8193,1805,14
Snyder,Ballots Cast Blank,,,,0,0,0,0
Snyder,Judge of the Superior Court,,DEM,BRANDON NEUMAN,2945,1897,1036,12
Snyder,Judge of the Superior Court,,REP,MARIA BATTISTA,6608,5928,678,2
Snyder,Judge of the Superior Court,,LBR,DANIEL WASSMER,165,124,41,0
Snyder,Judge of the Superior Court,,,Write-ins,7,6,1,0
Snyder,Judge of the Superior Court,,,Overvotes,9,4,5,0
Snyder,Judge of the Superior Court,,,Undervotes,278,234,44,0
Snyder,Judge of the Commonwealth Court,,DEM,STELLA TSAI,2958,1894,1052,12
Snyder,Judge of the Commonwealth Court,,REP,MATT WOLFORD,6765,6065,698,2
Snyder,Judge of the Commonwealth Court,,,Write-ins,4,4,0,0
Snyder,Judge of the Commonwealth Court,,,Overvotes,1,0,1,0
Snyder,Judge of the Commonwealth Court,,,Undervotes,284,230,54,0
Snyder,Judge of the Commonwealth Court,,REP,STACEY L ZERBE,8595,7289,1297,9
Snyder,Judge of the Commonwealth Court,,,Write-ins,86,73,13,0
Snyder,Judge of the Commonwealth Court,,,Overvotes,1,0,1,0
Snyder,Judge of the Commonwealth Court,,,Undervotes,1330,831,494,5
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,DAR,VICTOR L ABATE,2022,1744,277,1
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,DEM,CHRISTOPHER T NESBIT,1925,1653,271,1
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,DEM,HEIDI STROUP,1856,1590,265,1
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,DEM,JAREK GLENNY,1840,1609,230,1
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,REP,ELIZABETH CANFIELD,2323,2088,235,0
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,REP,BRIAN BLACK,2154,1943,211,0
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,REP,ZACHARY A PETERSON,2271,2037,234,0
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,,Write-ins,61,52,9,0
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,,Overvotes,16,12,4,0
Snyder,MIDD-WEST SCHOOL DIRECTOR 4YR MIDD WEST SCHOOL DIRECTOR,,,Undervotes,3044,2588,456,0
Snyder,MIDD-WEST SCHOOL DIRECTOR 2YR MIDD WEST SCHOOL DIRECTOR,,DAR,TODD HOLLENBACH,3529,3100,428,1
