county,office,district,party,candidate,votes
Delaware,Judge of the Superior Court,,DEM,Brandon Neuman,120087
Delaware,Judge of the Superior Court,,REP,Maria Battista,61269
Delaware,Judge of the Superior Court,,LBR,Daniel Wassmer,3055
Delaware,Judge of the Superior Court,,,Unassigned write-ins,110
Delaware,Judge of the Superior Court,,,Overvotes,387
Delaware,Judge of the Superior Court,,,Undervotes,2769
Delaware,Judge of the Commonwealth Court,,DEM,Stella Tsai,121731
Delaware,Judge of the Commonwealth Court,,REP,Matt Wolford,62393
Delaware,Judge of the Commonwealth Court,,,Unassigned write-ins,136
Delaware,Judge of the Commonwealth Court,,,Overvotes,103
Delaware,Judge of the Commonwealth Court,,,Undervotes,3314
Delaware,Judge of the County Court Of Common Pleas,,DEM,Jack Stollsteimer,119488
Delaware,Judge of the County Court Of Common Pleas,,DEM,Mike Power,107081
Delaware,Judge of the County Court Of Common Pleas,,REP,Dominick Spigarelli,57865
Delaware,Judge of the County Court Of Common Pleas,,REP,Frank Zarrilli,56150
Delaware,Judge of the County Court Of Common Pleas,,,Unassigned write-ins,220
Delaware,Judge of the County Court Of Common Pleas,,,Overvotes,219
Delaware,Judge of the County Court Of Common Pleas,,,Undervotes,34112
Delaware,County Council,,DEM,Joanne Phillips,117403
Delaware,County Council,,DEM,Richard Womack,108328
Delaware,County Council,,REP,Liz Piazza,59916
Delaware,County Council,,REP,Brian Burke,59510
Delaware,County Council,,,Unassigned write-ins,518
Delaware,County Council,,,Overvotes,236
Delaware,County Council,,,Undervotes,29207
Delaware,Sheriff,,DEM,Siddiq Kamara,115317
Delaware,Sheriff,,REP,Robert Adams,67733
Delaware,Sheriff,,,Unassigned write-ins,143
Delaware,Sheriff,,,Overvotes,121
Delaware,Sheriff,,,Undervotes,4363
Delaware,County Controller,,DEM,Louis F. Rosenthal,117990
Delaware,County Controller,,REP,Tommy Feldman,63752
Delaware,County Controller,,,Unassigned write-ins,104
Delaware,County Controller,,,Overvotes,91
Delaware,County Controller,,,Undervotes,5740
Delaware,Register of Wills,,DEM,Vincent Rongione,117479
Delaware,Register of Wills,,REP,Meaghan Wagner,64547
Delaware,Register of Wills,,,Unassigned write-ins,198
Delaware,Register of Wills,,,Overvotes,117
Delaware,Register of Wills,,,Undervotes,5336
Delaware,Magisterial District Judge 32-1-21,,DEM/REP,Dawn L. Vann,1016
Delaware,Magisterial District Judge 32-1-21,,,Unassigned write-ins,9
Delaware,Magisterial District Judge 32-1-21,,,Overvotes,1
Delaware,Magisterial District Judge 32-1-21,,,Undervotes,145
Delaware,Magisterial District Judge 32-1-23,,DEM,Lee Grimes,1730
Delaware,Magisterial District Judge 32-1-23,,,Unassigned write-ins,587
Delaware,Magisterial District Judge 32-1-23,,,Overvotes,17
Delaware,Magisterial District Judge 32-1-23,,,Undervotes,238
Delaware,Magisterial District Judge 32-2-37,,DEM/REP,Tammi L. Forbes,1806
Delaware,Magisterial District Judge 32-2-37,,,Unassigned write-ins,92
Delaware,Magisterial District Judge 32-2-37,,,Overvotes,3
Delaware,Magisterial District Judge 32-2-37,,,Undervotes,389
Delaware,Magisterial District Judge 32-2-39,,DEM/REP,Georgia L. Stone,3622
Delaware,Magisterial District Judge 32-2-39,,,Unassigned write-ins,62
Delaware,Magisterial District Judge 32-2-39,,,Overvotes,5
Delaware,Magisterial District Judge 32-2-39,,,Undervotes,1251
Delaware,Magisterial District Judge 32-2-48,,DEM,Jennifer M. DiPillo,6425
Delaware,Magisterial District Judge 32-2-48,,REP,Mike Johnson,4186
Delaware,Magisterial District Judge 32-2-48,,,Unassigned write-ins,5
Delaware,Magisterial District Judge 32-2-48,,,Overvotes,3
Delaware,Magisterial District Judge 32-2-48,,,Undervotes,191
Delaware,Magisterial District Judge 32-2-52,,DEM,Gabriella H. Coleman,3431
Delaware,Magisterial District Judge 32-2-52,,REP,Kelly A. Micozzie-Aguirre,2493
Delaware,Magisterial District Judge 32-2-52,,,Unassigned write-ins,3
