county,office,district,party,candidate,votes,election_day,mail,provisional
Forest,Registered Voters,,,,3185,,,
Forest,Ballots Cast,,,,1473,1164,308,1
Forest,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,462,287,174,1
Forest,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,962,840,122,0
Forest,JUDGE OF THE SUPERIOR COURT,,LBR,DANIEL WASSMER,20,14,6,0
Forest,JUDGE OF THE SUPERIOR COURT,,WI,Write-in,2,2,0,0
Forest,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,472,286,185,1
Forest,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,969,852,117,0
Forest,JUDGE OF THE COMMONWEALTH COURT,,WI,Write-in,2,2,0,0
Forest,SUPREME COURT RETENTION ELECTION QUESTION,,YES,,613,421,191,1
Forest,SUPREME COURT RETENTION ELECTION QUESTION,,NO,,834,727,107,0
Forest,SUPREME COURT RETENTION ELECTION QUESTION KEVIN M. DOUGHERTY,,YES,,612,418,193,1
Forest,SUPREME COURT RETENTION ELECTION QUESTION KEVIN M. DOUGHERTY,,NO,,824,718,106,0
Forest,SUPREME COURT RETENTION ELECTION QUESTION DAVID WECHT,,YES,,608,415,192,1
Forest,SUPREME COURT RETENTION ELECTION QUESTION DAVID WECHT,,NO,,832,727,105,0
Forest,SUPERIOR COURT RETENTION ELECTION QUESTION,,YES,,611,439,171,1
Forest,SUPERIOR COURT RETENTION ELECTION QUESTION,,NO,,804,689,115,0
Forest,COMMONWEALTH COURT RETENTION ELECTION QUESTION,,YES,,616,440,175,1
Forest,COMMONWEALTH COURT RETENTION ELECTION QUESTION,,NO,,796,686,110,0
Forest,TAX COLLECTOR BARNETT TOWNSHIP,,REP,CATHERINE S. MCCHESNEY,117,98,19,
Forest,TAX COLLECTOR BARNETT TOWNSHIP,,WI,Write-in,2,2,0,
Forest,TAX COLLECTOR GREEN TOWNSHIP,,REP,MICHELLE KLINE,134,100,34,
